Country Name,Title,Pub Date,DescriptionLink
Egypt,Israeli Gas Flows to Egypt Rise 60% This Month as Risks Ease - Bloomberg,"Mon, 13 Nov 2023 11:09:18 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTExLTEzL2lzcmFlbGktZ2FzLWZsb3dzLXRvLWVneXB0LXJpc2UtNjAtdGhpcy1tb250aC1hcy1yaXNrcy1lYXNl0gEA?oc=5
Egypt,Senator or secret agent? How Robert Menendez is alleged to have been Egypt's inside man - USA TODAY,"Mon, 13 Nov 2023 10:03:28 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9uZXdzL3BvbGl0aWNzLzIwMjMvMTEvMTMvc2VuYXRvci1ib2ItbWVuZW5kZXotd2lmZS1mb3JlaWduLWFnZW50LWNhc2UvNzEyOTQ4NTIwMDcv0gEA?oc=5
Egypt,Turkish ship carrying field hospitals docks in Egypt near Gaza - The Times of Israel,"Mon, 13 Nov 2023 11:43:00 GMT",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnRpbWVzb2Zpc3JhZWwuY29tL2xpdmVibG9nX2VudHJ5L3R1cmtpc2gtc2hpcC1jYXJyeWluZy1maWVsZC1ob3NwaXRhbHMtZG9ja3MtaW4tZWd5cHQtbmVhci1nYXphL9IBAA?oc=5
Egypt,IntelBrief: What is Egypt's Role in the Future of Gaza? - The Soufan Center,"Mon, 13 Nov 2023 10:10:43 GMT",https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vdGhlc291ZmFuY2VudGVyLm9yZy9pbnRlbGJyaWVmLTIwMjMtbm92ZW1iZXItMTMv0gEA?oc=5
Egypt,Egypt rejects Iranian aid for Gaza at Israel's request - The Cradle,"Mon, 13 Nov 2023 16:42:41 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vbmV3LnRoZWNyYWRsZS5jby9hcnRpY2xlcy9lZ3lwdC1yZWplY3RzLWlyYW5pYW4tYWlkLWZvci1nYXphLWF0LWlzcmFlbHMtcmVxdWVzdNIBAA?oc=5
Egypt,Gaza evacuees arrive in Egypt after Rafah crossing reopens - Reuters,"Mon, 13 Nov 2023 03:29:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2dhemEtZXZhY3VlZXMtYXJyaXZlLWVneXB0LWFmdGVyLXJhZmFoLWNyb3NzaW5nLXJlb3BlbnMtMjAyMy0xMS0xMi_SAQA?oc=5
Egypt,Egypt's headline inflation eases to 35.8% in October - Reuters,"Sat, 11 Nov 2023 07:42:00 GMT",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2VneXB0cy1oZWFkbGluZS1pbmZsYXRpb24tZWFzZXMtMzU4LW9jdG9iZXItMjAyMy0xMS0xMS_SAQA?oc=5
Egypt,Wind May Have Helped Sculpt Egypt's Famous Sphinx - Smithsonian Magazine,"Fri, 10 Nov 2023 19:14:35 GMT",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnNtaXRoc29uaWFubWFnLmNvbS9zbWFydC1uZXdzL3dpbmQtbWF5LWhhdmUtaGVscGVkLXNjdWxwdC1lZ3lwdHMtZmFtb3VzLXNwaGlueC0xODA5ODMyMTgv0gEA?oc=5
Egypt,UK doctor Ahmed Sabra finally gets to Egypt from Gaza - BBC.com,"Mon, 13 Nov 2023 13:04:11 GMT",https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay13YWxlcy02NzQwMTQ4MtIBLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay13YWxlcy02NzQwMTQ4Mi5hbXA?oc=5
Egypt,Egypt's Iconic Sphinx May Have Begun as Natural Carving by the Wind - Scientific American,"Sat, 11 Nov 2023 13:00:19 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnNjaWVudGlmaWNhbWVyaWNhbi5jb20vYXJ0aWNsZS9lZ3lwdHMtaWNvbmljLXNwaGlueC1tYXktaGF2ZS1iZWd1bi1hcy1uYXR1cmFsLWNhcnZpbmctYnktdGhlLXdpbmQv0gEA?oc=5
