Country Name,Title,Pub Date,DescriptionLink
Tanzania,15 things you need to know before visiting Tanzania - Lonely Planet Travel News,"Sun, 12 Nov 2023 21:15:45 GMT",https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LmxvbmVseXBsYW5ldC5jb20vYXJ0aWNsZXMvdGhpbmdzLXRvLWtub3ctYmVmb3JlLXRyYXZlbGluZy10by10YW56YW5pYdIBAA?oc=5
Tanzania,Giving machines provide opportunity for women in Tanzania - KSLTV,"Fri, 10 Nov 2023 21:00:48 GMT",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8va3NsdHYuY29tLzYwMDgxOC9naXZpbmctbWFjaGluZXMtcHJvdmlkZS1vcHBvcnR1bml0eS1mb3Itd29tZW4taW4tdGFuemFuaWEv0gEA?oc=5
Tanzania,China on track to operate African Tazara railway as powers vie for control of mineral trade routes - Yahoo Finance,"Sun, 12 Nov 2023 09:30:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9jaGluYS10cmFjay1jb250cm9sLWFmcmljYW4tdGF6YXJhLTA5MzAwMDQwNC5odG1s0gFYaHR0cHM6Ly9maW5hbmNlLnlhaG9vLmNvbS9hbXBodG1sL25ld3MvY2hpbmEtdHJhY2stY29udHJvbC1hZnJpY2FuLXRhemFyYS0wOTMwMDA0MDQuaHRtbA?oc=5
Tanzania,Tanzania considers fuel import system review amidst price fluctuations - Business Insider Africa,"Sun, 12 Nov 2023 14:37:30 GMT",https://news.google.com/rss/articles/CBMif2h0dHBzOi8vYWZyaWNhLmJ1c2luZXNzaW5zaWRlci5jb20vbG9jYWwvbWFya2V0cy90YW56YW5pYS1jb25zaWRlcnMtZnVlbC1pbXBvcnQtc3lzdGVtLXJldmlldy1hbWlkc3QtcHJpY2UtZmx1Y3R1YXRpb25zL2M5MjE1ZWzSAYMBaHR0cHM6Ly9hZnJpY2EuYnVzaW5lc3NpbnNpZGVyLmNvbS9sb2NhbC9tYXJrZXRzL3RhbnphbmlhLWNvbnNpZGVycy1mdWVsLWltcG9ydC1zeXN0ZW0tcmV2aWV3LWFtaWRzdC1wcmljZS1mbHVjdHVhdGlvbnMvYzkyMTVlbC5hbXA?oc=5
Tanzania,Ethiopia's Oromo Rebels in Tanzania for Peace Talks - Voice of America - VOA News,"Mon, 13 Nov 2023 19:47:14 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvNzM1MzI0Ni5odG1s0gEoaHR0cHM6Ly93d3cudm9hbmV3cy5jb20vYW1wLzczNTMyNDYuaHRtbA?oc=5
Tanzania,Germany’s president apologises for killings in Tanzania under colonial rule - Al Jazeera English,"Wed, 01 Nov 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDIzLzExLzEvZ2VybWFuLXByZXNpZGVudC1hcG9sb2dpc2VzLWZvci1jb2xvbmlhbC1jcmltZXMtaW4tdGFuemFuaWHSAWhodHRwczovL3d3dy5hbGphemVlcmEuY29tL2FtcC9uZXdzLzIwMjMvMTEvMS9nZXJtYW4tcHJlc2lkZW50LWFwb2xvZ2lzZXMtZm9yLWNvbG9uaWFsLWNyaW1lcy1pbi10YW56YW5pYQ?oc=5
Tanzania,"Tanzanian student in Israel: 'Shift change saved me, but my friends are Hamas hostages' - BBC.com","Thu, 02 Nov 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1hZnJpY2EtNjcyOTI5MjfSATJodHRwczovL3d3dy5iYmMuY29tL25ld3Mvd29ybGQtYWZyaWNhLTY3MjkyOTI3LmFtcA?oc=5
Tanzania,German president apologises for colonial massacre in Tanzania - Euronews,"Wed, 01 Nov 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmV1cm9uZXdzLmNvbS8yMDIzLzExLzAxL2dlcm1hbi1wcmVzaWRlbnQtYXBvbG9naXNlcy1mb3ItY29sb25pYWwtbWFzc2FjcmUtaW4tdGFuemFuaWHSAQA?oc=5
Tanzania,Germany seeks investment boost in Africa - DW (English),"Sun, 29 Oct 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmR3LmNvbS9lbi9nZXJtYW55LXNlZWtzLWludmVzdG1lbnQtYm9vc3QtaW4tYWZyaWNhL2EtNjcyMTk0MzTSAUlodHRwczovL2FtcC5kdy5jb20vZW4vZ2VybWFueS1zZWVrcy1pbnZlc3RtZW50LWJvb3N0LWluLWFmcmljYS9hLTY3MjE5NDM0?oc=5
Tanzania,Tanzanian students taken hostage by Hamas in Gaza named - BBC.com,"Mon, 30 Oct 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1hZnJpY2EtNjcyNjAzMTPSATJodHRwczovL3d3dy5iYmMuY29tL25ld3Mvd29ybGQtYWZyaWNhLTY3MjYwMzEzLmFtcA?oc=5
